date,open,high,low,close,adjClose
1970-04-08,105.95,107.18,104.83,106.05,106.05
1970-04-09,105.95,107.18,104.83,106.05,106.05
1970-04-10,105.95,107.18,104.83,106.05,106.05
1970-04-13,105.95,107.18,104.83,106.05,106.05
1970-04-14,105.95,107.18,104.83,106.05,106.05
1970-04-15,105.95,107.18,104.83,106.05,106.05
1970-04-16,105.95,107.18,104.83,106.05,106.05
1970-04-17,105.95,107.18,104.83,106.05,106.05
1970-04-20,105.95,107.18,104.83,106.05,106.05
1970-04-21,105.95,107.18,104.83,106.05,106.05
1970-04-22,105.95,107.18,104.83,106.05,106.05
1970-04-23,105.95,107.18,104.83,106.05,106.05
1970-04-24,105.95,107.18,104.83,106.05,106.05
1970-04-27,105.95,107.18,104.83,106.05,106.05
1970-04-28,105.95,107.18,104.83,106.05,106.05
1970-04-29,105.95,107.18,104.83,106.05,106.05
1970-04-30,105.95,107.18,104.83,106.05,106.05
1970-05-01,105.73,105.73,102.33,102.9,102.9
1970-05-04,105.73,105.73,102.33,102.9,102.9
1970-05-05,105.73,105.73,102.33,102.9,102.9
1970-05-06,105.73,105.73,102.33,102.9,102.9
1970-05-07,105.73,105.73,102.33,102.9,102.9
1970-05-08,105.73,105.73,102.33,102.9,102.9
1970-05-11,105.73,105.73,102.33,102.9,102.9
1970-05-12,105.73,105.73,102.33,102.9,102.9
1970-05-13,105.73,105.73,102.33,102.9,102.9
1970-05-14,105.73,105.73,102.33,102.9,102.9
1970-05-15,105.73,105.73,102.33,102.9,102.9
1970-05-18,105.73,105.73,102.33,102.9,102.9
1970-05-19,105.73,105.73,102.33,102.9,102.9
1970-05-20,105.73,105.73,102.33,102.9,102.9
1970-05-21,105.73,105.73,102.33,102.9,102.9
1970-05-22,105.73,105.73,102.33,102.9,102.9
1970-05-25,105.73,105.73,102.33,102.9,102.9
1970-05-26,105.73,105.73,102.33,102.9,102.9
1970-05-27,105.73,105.73,102.33,102.9,102.9
1970-05-28,105.73,105.73,102.33,102.9,102.9
1970-05-29,105.73,105.73,102.33,102.9,102.9
1970-06-01,103.88,110.2,103.3,110.2,110.2
1970-06-02,103.88,110.2,103.3,110.2,110.2
1970-06-03,103.88,110.2,103.3,110.2,110.2
1970-06-04,103.88,110.2,103.3,110.2,110.2
1970-06-05,103.88,110.2,103.3,110.2,110.2
1970-06-08,103.88,110.2,103.3,110.2,110.2
1970-06-09,103.88,110.2,103.3,110.2,110.2
1970-06-10,103.88,110.2,103.3,110.2,110.2
1970-06-11,103.88,110.2,103.3,110.2,110.2
1970-06-12,103.88,110.2,103.3,110.2,110.2
1970-06-15,103.88,110.2,103.3,110.2,110.2
1970-06-16,103.88,110.2,103.3,110.2,110.2
1970-06-17,103.88,110.2,103.3,110.2,110.2
1970-06-18,103.88,110.2,103.3,110.2,110.2
1970-06-19,103.88,110.2,103.3,110.2,110.2
1970-06-22,103.88,110.2,103.3,110.2,110.2
1970-06-23,103.88,110.2,103.3,110.2,110.2
1970-06-24,103.88,110.2,103.3,110.2,110.2
1970-06-25,103.88,110.2,103.3,110.2,110.2
1970-06-26,103.88,110.2,103.3,110.2,110.2
1970-06-29,103.88,110.2,103.3,110.2,110.2
1970-06-30,103.88,110.2,103.3,110.2,110.2
1970-07-01,109.43,110.91,108.76,109.07,109.07
1970-07-02,109.43,110.91,108.76,109.07,109.07
1970-07-06,109.43,110.91,108.76,109.07,109.07
1970-07-07,109.43,110.91,108.76,109.07,109.07
1970-07-08,109.43,110.91,108.76,109.07,109.07
1970-07-09,109.43,110.91,108.76,109.07,109.07
1970-07-10,109.43,110.91,108.76,109.07,109.07
1970-07-13,109.43,110.91,108.76,109.07,109.07
1970-07-14,109.43,110.91,108.76,109.07,109.07
1970-07-15,109.43,110.91,108.76,109.07,109.07
1970-07-16,109.43,110.91,108.76,109.07,109.07
1970-07-17,109.43,110.91,108.76,109.07,109.07
1970-07-20,109.43,110.91,108.76,109.07,109.07
1970-07-21,109.43,110.91,108.76,109.07,109.07
1970-07-22,109.43,110.91,108.76,109.07,109.07
1970-07-23,109.43,110.91,108.76,109.07,109.07
1970-07-24,109.43,110.91,108.76,109.07,109.07
1970-07-27,109.43,110.91,108.76,109.07,109.07
1970-07-28,109.43,110.91,108.76,109.07,109.07
1970-07-29,109.43,110.91,108.76,109.07,109.07
1970-07-30,109.43,110.91,108.76,109.07,109.07
1970-07-31,109.43,110.91,108.76,109.07,109.07
1970-08-03,109.48,115.3,108.76,114.63,114.63
1970-08-04,109.48,115.3,108.76,114.63,114.63
1970-08-05,109.48,115.3,108.76,114.63,114.63
1970-08-06,109.48,115.3,108.76,114.63,114.63
1970-08-07,109.48,115.3,108.76,114.63,114.63
1970-08-10,109.48,115.3,108.76,114.63,114.63
1970-08-11,109.48,115.3,108.76,114.63,114.63
1970-08-12,109.48,115.3,108.76,114.63,114.63
1970-08-13,109.48,115.3,108.76,114.63,114.63
1970-08-14,109.48,115.3,108.76,114.63,114.63
1970-08-17,109.48,115.3,108.76,114.63,114.63
1970-08-18,109.48,115.3,108.76,114.63,114.63
1970-08-19,109.48,115.3,108.76,114.63,114.63
1970-08-20,109.48,115.3,108.76,114.63,114.63
1970-08-21,109.48,115.3,108.76,114.63,114.63
1970-08-24,109.48,115.3,108.76,114.63,114.63
1970-08-25,109.48,115.3,108.76,114.63,114.63
1970-08-26,109.48,115.3,108.76,114.63,114.63
1970-08-27,109.48,115.3,108.76,114.63,114.63
1970-08-28,109.48,115.3,108.76,114.63,114.63
1970-08-31,109.48,115.3,108.76,114.63,114.63
1970-09-01,113.48,117.49,113.48,116.07,116.07
1970-09-02,113.48,117.49,113.48,116.07,116.07
1970-09-03,113.48,117.49,113.48,116.07,116.07
1970-09-04,113.48,117.49,113.48,116.07,116.07
1970-09-08,113.48,117.49,113.48,116.07,116.07
1970-09-09,113.48,117.49,113.48,116.07,116.07
1970-09-10,113.48,117.49,113.48,116.07,116.07
1970-09-11,113.48,117.49,113.48,116.07,116.07
1970-09-14,113.48,117.49,113.48,116.07,116.07
1970-09-15,113.48,117.49,113.48,116.07,116.07
1970-09-16,113.48,117.49,113.48,116.07,116.07
1970-09-17,113.48,117.49,113.48,116.07,116.07
1970-09-18,113.48,117.49,113.48,116.07,116.07
1970-09-21,113.48,117.49,113.48,116.07,116.07
1970-09-22,113.48,117.49,113.48,116.07,116.07
1970-09-23,113.48,117.49,113.48,116.07,116.07
1970-09-24,113.48,117.49,113.48,116.07,116.07
1970-09-25,113.48,117.49,113.48,116.07,116.07
1970-09-28,113.48,117.49,113.48,116.07,116.07
1970-09-29,113.48,117.49,113.48,116.07,116.07
1970-09-30,113.48,117.49,113.48,116.07,116.07
1970-10-01,115.81,118.67,115.66,115.66,115.66
1970-10-02,115.81,118.67,115.66,115.66,115.66
1970-10-05,115.81,118.67,115.66,115.66,115.66
1970-10-06,115.81,118.67,115.66,115.66,115.66
1970-10-07,115.81,118.67,115.66,115.66,115.66
1970-10-08,115.81,118.67,115.66,115.66,115.66
1970-10-09,115.81,118.67,115.66,115.66,115.66
1970-10-12,115.81,118.67,115.66,115.66,115.66
1970-10-13,115.81,118.67,115.66,115.66,115.66
1970-10-14,115.81,118.67,115.66,115.66,115.66
1970-10-15,115.81,118.67,115.66,115.66,115.66
1970-10-16,115.81,118.67,115.66,115.66,115.66
1970-10-19,115.81,118.67,115.66,115.66,115.66
1970-10-20,115.81,118.67,115.66,115.66,115.66
1970-10-21,115.81,118.67,115.66,115.66,115.66
1970-10-22,115.81,118.67,115.66,115.66,115.66
1970-10-23,115.81,118.67,115.66,115.66,115.66
1970-10-26,115.81,118.67,115.66,115.66,115.66
1970-10-27,115.81,118.67,115.66,115.66,115.66
1970-10-28,115.81,118.67,115.66,115.66,115.66
1970-10-29,115.81,118.67,115.66,115.66,115.66
1970-10-30,115.81,118.67,115.66,115.66,115.66
1970-11-02,115.84,117.73,113.34,114.07,114.07
1970-11-03,115.84,117.73,113.34,114.07,114.07
1970-11-04,115.84,117.73,113.34,114.07,114.07
1970-11-05,115.84,117.73,113.34,114.07,114.07
1970-11-06,115.84,117.73,113.34,114.07,114.07
1970-11-09,115.84,117.73,113.34,114.07,114.07
1970-11-10,115.84,117.73,113.34,114.07,114.07
1970-11-11,115.84,117.73,113.34,114.07,114.07
1970-11-12,115.84,117.73,113.34,114.07,114.07
1970-11-13,115.84,117.73,113.34,114.07,114.07
1970-11-16,115.84,117.73,113.34,114.07,114.07
1970-11-17,115.84,117.73,113.34,114.07,114.07
1970-11-18,115.84,117.73,113.34,114.07,114.07
1970-11-19,115.84,117.73,113.34,114.07,114.07
1970-11-20,115.84,117.73,113.34,114.07,114.07
1970-11-23,115.84,117.73,113.34,114.07,114.07
1970-11-24,115.84,117.73,113.34,114.07,114.07
1970-11-25,115.84,117.73,113.34,114.07,114.07
1970-11-27,115.84,117.73,113.34,114.07,114.07
1970-11-30,115.84,117.73,113.34,114.07,114.07
1970-12-01,114.95,115.24,111.78,115.1,115.1
1970-12-02,114.95,115.24,111.78,115.1,115.1
1970-12-03,114.95,115.24,111.78,115.1,115.1
1970-12-04,114.95,115.24,111.78,115.1,115.1
1970-12-07,114.95,115.24,111.78,115.1,115.1
1970-12-08,114.95,115.24,111.78,115.1,115.1
1970-12-09,114.95,115.24,111.78,115.1,115.1
1970-12-10,114.95,115.24,111.78,115.1,115.1
1970-12-11,114.95,115.24,111.78,115.1,115.1
1970-12-14,114.95,115.24,111.78,115.1,115.1
1970-12-15,114.95,115.24,111.78,115.1,115.1
1970-12-16,114.95,115.24,111.78,115.1,115.1
1970-12-17,114.95,115.24,111.78,115.1,115.1
1970-12-18,114.95,115.24,111.78,115.1,115.1
1970-12-21,114.95,115.24,111.78,115.1,115.1
1970-12-22,114.95,115.24,111.78,115.1,115.1
1970-12-23,114.95,115.24,111.78,115.1,115.1
1970-12-24,114.95,115.24,111.78,115.1,115.1
1970-12-28,114.95,115.24,111.78,115.1,115.1
1970-12-29,114.95,115.24,111.78,115.1,115.1
1970-12-30,114.95,115.24,111.78,115.1,115.1
1970-12-31,114.95,115.24,111.78,115.1,115.1
1971-01-04,115.1,120.95,114.69,120.95,120.95
1971-01-05,115.1,120.95,114.69,120.95,120.95
1971-01-06,115.1,120.95,114.69,120.95,120.95
1971-01-07,115.1,120.95,114.69,120.95,120.95
1971-01-08,115.1,120.95,114.69,120.95,120.95
1971-01-11,115.1,120.95,114.69,120.95,120.95
1971-01-12,115.1,120.95,114.69,120.95,120.95
1971-01-13,115.1,120.95,114.69,120.95,120.95
1971-01-14,115.1,120.95,114.69,120.95,120.95
1971-01-15,115.1,120.95,114.69,120.95,120.95
1971-01-18,115.1,120.95,114.69,120.95,120.95
1971-01-19,115.1,120.95,114.69,120.95,120.95
1971-01-20,115.1,120.95,114.69,120.95,120.95
1971-01-21,115.1,120.95,114.69,120.95,120.95
1971-01-22,115.1,120.95,114.69,120.95,120.95
1971-01-25,115.1,120.95,114.69,120.95,120.95
1971-01-26,115.1,120.95,114.69,120.95,120.95
1971-01-27,115.1,120.95,114.69,120.95,120.95
1971-01-28,115.1,120.95,114.69,120.95,120.95
1971-01-29,115.1,120.95,114.69,120.95,120.95
1971-02-01,122.99,123.8,119.65,119.78,119.78
1971-02-02,122.99,123.8,119.65,119.78,119.78
1971-02-03,122.99,123.8,119.65,119.78,119.78
1971-02-04,122.99,123.8,119.65,119.78,119.78
1971-02-05,122.99,123.8,119.65,119.78,119.78
1971-02-08,122.99,123.8,119.65,119.78,119.78
1971-02-09,122.99,123.8,119.65,119.78,119.78
1971-02-10,122.99,123.8,119.65,119.78,119.78
1971-02-11,122.99,123.8,119.65,119.78,119.78
1971-02-12,122.99,123.8,119.65,119.78,119.78
1971-02-16,122.99,123.8,119.65,119.78,119.78
1971-02-17,122.99,123.8,119.65,119.78,119.78
1971-02-18,122.99,123.8,119.65,119.78,119.78
1971-02-19,122.99,123.8,119.65,119.78,119.78
1971-02-22,122.99,123.8,119.65,119.78,119.78
1971-02-23,122.99,123.8,119.65,119.78,119.78
1971-02-24,122.99,123.8,119.65,119.78,119.78
1971-02-25,122.99,123.8,119.65,119.78,119.78
1971-02-26,122.99,123.8,119.65,119.78,119.78
1971-03-01,120.37,122.3,120.37,121.03,121.03
1971-03-02,120.37,122.3,120.37,121.03,121.03
1971-03-03,120.37,122.3,120.37,121.03,121.03
1971-03-04,120.37,122.3,120.37,121.03,121.03
1971-03-05,120.37,122.3,120.37,121.03,121.03
1971-03-08,120.37,122.3,120.37,121.03,121.03
1971-03-09,120.37,122.3,120.37,121.03,121.03
1971-03-10,120.37,122.3,120.37,121.03,121.03
1971-03-11,120.37,122.3,120.37,121.03,121.03
1971-03-12,120.37,122.3,120.37,121.03,121.03
1971-03-15,120.37,122.3,120.37,121.03,121.03
1971-03-16,120.37,122.3,120.37,121.03,121.03
1971-03-17,120.37,122.3,120.37,121.03,121.03
1971-03-18,120.37,122.3,120.37,121.03,121.03
1971-03-19,120.37,122.3,120.37,121.03,121.03
1971-03-22,120.37,122.3,120.37,121.03,121.03
1971-03-23,120.37,122.3,120.37,121.03,121.03
1971-03-24,120.37,122.3,120.37,121.03,121.03
1971-03-25,120.37,122.3,120.37,121.03,121.03
1971-03-26,120.37,122.3,120.37,121.03,121.03
1971-03-29,120.37,122.3,120.37,121.03,121.03
1971-03-30,120.37,122.3,120.37,121.03,121.03
1971-03-31,120.37,122.3,120.37,121.03,121.03
1971-04-01,122.28,125.63,120.51,121.79,121.79
1971-04-02,122.28,125.63,120.51,121.79,121.79
1971-04-05,122.28,125.63,120.51,121.79,121.79
1971-04-06,122.28,125.63,120.51,121.79,121.79
1971-04-07,122.28,125.63,120.51,121.79,121.79
1971-04-08,122.28,125.63,120.51,121.79,121.79
1971-04-12,122.28,125.63,120.51,121.79,121.79
1971-04-13,122.28,125.63,120.51,121.79,121.79
1971-04-14,122.28,125.63,120.51,121.79,121.79
1971-04-15,122.28,125.63,120.51,121.79,121.79
1971-04-16,122.28,125.63,120.51,121.79,121.79
1971-04-19,122.28,125.63,120.51,121.79,121.79
1971-04-20,122.28,125.63,120.51,121.79,121.79
1971-04-21,122.28,125.63,120.51,121.79,121.79
1971-04-22,122.28,125.63,120.51,121.79,121.79
1971-04-23,122.28,125.63,120.51,121.79,121.79
1971-04-26,122.28,125.63,120.51,121.79,121.79
1971-04-27,122.28,125.63,120.51,121.79,121.79
1971-04-28,122.28,125.63,120.51,121.79,121.79
1971-04-29,122.28,125.63,120.51,121.79,121.79
1971-04-30,122.28,125.63,120.51,121.79,121.79
1971-05-03,122.29,126.28,121.93,126.28,126.28
1971-05-04,122.29,126.28,121.93,126.28,126.28
1971-05-05,122.29,126.28,121.93,126.28,126.28
1971-05-06,122.29,126.28,121.93,126.28,126.28
1971-05-07,122.29,126.28,121.93,126.28,126.28
1971-05-10,122.29,126.28,121.93,126.28,126.28
1971-05-11,122.29,126.28,121.93,126.28,126.28
1971-05-12,122.29,126.28,121.93,126.28,126.28
1971-05-13,122.29,126.28,121.93,126.28,126.28
1971-05-14,122.29,126.28,121.93,126.28,126.28
1971-05-17,122.29,126.28,121.93,126.28,126.28
1971-05-18,122.29,126.28,121.93,126.28,126.28
1971-05-19,122.29,126.28,121.93,126.28,126.28
1971-05-20,122.29,126.28,121.93,126.28,126.28
1971-05-21,122.29,126.28,121.93,126.28,126.28
1971-05-24,122.29,126.28,121.93,126.28,126.28
1971-05-25,122.29,126.28,121.93,126.28,126.28
1971-05-26,122.29,126.28,121.93,126.28,126.28
1971-05-27,122.29,126.28,121.93,126.28,126.28
1971-05-28,122.29,126.28,121.93,126.28,126.28
1971-06-01,126.4,128.89,125.0,125.0,125.0
1971-06-02,126.4,128.89,125.0,125.0,125.0
1971-06-03,126.4,128.89,125.0,125.0,125.0
1971-06-04,126.4,128.89,125.0,125.0,125.0
1971-06-07,126.4,128.89,125.0,125.0,125.0
1971-06-08,126.4,128.89,125.0,125.0,125.0
1971-06-09,126.4,128.89,125.0,125.0,125.0
1971-06-10,126.4,128.89,125.0,125.0,125.0
1971-06-11,126.4,128.89,125.0,125.0,125.0
1971-06-14,126.4,128.89,125.0,125.0,125.0
1971-06-15,126.4,128.89,125.0,125.0,125.0
1971-06-16,126.4,128.89,125.0,125.0,125.0
1971-06-17,126.4,128.89,125.0,125.0,125.0
1971-06-18,126.4,128.89,125.0,125.0,125.0
1971-06-21,126.4,128.89,125.0,125.0,125.0
1971-06-22,126.4,128.89,125.0,125.0,125.0
1971-06-23,126.4,128.89,125.0,125.0,125.0
1971-06-24,126.4,128.89,125.0,125.0,125.0
1971-06-25,126.4,128.89,125.0,125.0,125.0
1971-06-28,126.4,128.89,125.0,125.0,125.0
1971-06-29,126.4,128.89,125.0,125.0,125.0
1971-06-30,126.4,128.89,125.0,125.0,125.0
1971-07-01,125.6,127.47,124.26,125.84,125.84
1971-07-02,125.6,127.47,124.26,125.84,125.84
1971-07-06,125.6,127.47,124.26,125.84,125.84
1971-07-07,125.6,127.47,124.26,125.84,125.84
1971-07-08,125.6,127.47,124.26,125.84,125.84
1971-07-09,125.6,127.47,124.26,125.84,125.84
1971-07-12,125.6,127.47,124.26,125.84,125.84
1971-07-13,125.6,127.47,124.26,125.84,125.84
1971-07-14,125.6,127.47,124.26,125.84,125.84
1971-07-15,125.6,127.47,124.26,125.84,125.84
1971-07-16,125.6,127.47,124.26,125.84,125.84
1971-07-19,125.6,127.47,124.26,125.84,125.84
1971-07-20,125.6,127.47,124.26,125.84,125.84
1971-07-21,125.6,127.47,124.26,125.84,125.84
1971-07-22,125.6,127.47,124.26,125.84,125.84
1971-07-23,125.6,127.47,124.26,125.84,125.84
1971-07-26,125.6,127.47,124.26,125.84,125.84
1971-07-27,125.6,127.47,124.26,125.84,125.84
1971-07-28,125.6,127.47,124.26,125.84,125.84
1971-07-29,125.6,127.47,124.26,125.84,125.84
1971-07-30,125.6,127.47,124.26,125.84,125.84
1971-08-02,126.02,127.01,124.8,125.27,125.27
1971-08-03,126.02,127.01,124.8,125.27,125.27
1971-08-04,126.02,127.01,124.8,125.27,125.27
1971-08-05,126.02,127.01,124.8,125.27,125.27
1971-08-06,126.02,127.01,124.8,125.27,125.27
1971-08-09,126.02,127.01,124.8,125.27,125.27
1971-08-10,126.02,127.01,124.8,125.27,125.27
1971-08-11,126.02,127.01,124.8,125.27,125.27
1971-08-12,126.02,127.01,124.8,125.27,125.27
1971-08-13,126.02,127.01,124.8,125.27,125.27
1971-08-16,126.02,127.01,124.8,125.27,125.27
1971-08-17,126.02,127.01,124.8,125.27,125.27
1971-08-18,126.02,127.01,124.8,125.27,125.27
1971-08-19,126.02,127.01,124.8,125.27,125.27
1971-08-20,126.02,127.01,124.8,125.27,125.27
1971-08-23,126.02,127.01,124.8,125.27,125.27
1971-08-24,126.02,127.01,124.8,125.27,125.27
1971-08-25,126.02,127.01,124.8,125.27,125.27
1971-08-26,126.02,127.01,124.8,125.27,125.27
1971-08-27,126.02,127.01,124.8,125.27,125.27
1971-08-30,126.02,127.01,124.8,125.27,125.27
1971-08-31,126.02,127.01,124.8,125.27,125.27
1971-09-01,125.52,126.85,123.52,125.26,125.26
1971-09-02,125.52,126.85,123.52,125.26,125.26
1971-09-03,125.52,126.85,123.52,125.26,125.26
1971-09-07,125.52,126.85,123.52,125.26,125.26
1971-09-08,125.52,126.85,123.52,125.26,125.26
1971-09-09,125.52,126.85,123.52,125.26,125.26
1971-09-10,125.52,126.85,123.52,125.26,125.26
1971-09-13,125.52,126.85,123.52,125.26,125.26
1971-09-14,125.52,126.85,123.52,125.26,125.26
1971-09-15,125.52,126.85,123.52,125.26,125.26
1971-09-16,125.52,126.85,123.52,125.26,125.26
1971-09-17,125.52,126.85,123.52,125.26,125.26
1971-09-20,125.52,126.85,123.52,125.26,125.26
1971-09-21,125.52,126.85,123.52,125.26,125.26
1971-09-22,125.52,126.85,123.52,125.26,125.26
1971-09-23,125.52,126.85,123.52,125.26,125.26
1971-09-24,125.52,126.85,123.52,125.26,125.26
1971-09-27,125.52,126.85,123.52,125.26,125.26
1971-09-28,125.52,126.85,123.52,125.26,125.26
1971-09-29,125.52,126.85,123.52,125.26,125.26
1971-09-30,125.52,126.85,123.52,125.26,125.26
1971-10-01,125.9,131.18,125.2,131.06,131.06
1971-10-04,125.9,131.18,125.2,131.06,131.06
1971-10-05,125.9,131.18,125.2,131.06,131.06
1971-10-06,125.9,131.18,125.2,131.06,131.06
1971-10-07,125.9,131.18,125.2,131.06,131.06
1971-10-08,125.9,131.18,125.2,131.06,131.06
1971-10-11,125.9,131.18,125.2,131.06,131.06
1971-10-12,125.9,131.18,125.2,131.06,131.06
1971-10-13,125.9,131.18,125.2,131.06,131.06
1971-10-14,125.9,131.18,125.2,131.06,131.06
1971-10-15,125.9,131.18,125.2,131.06,131.06
1971-10-18,125.9,131.18,125.2,131.06,131.06
1971-10-19,125.9,131.18,125.2,131.06,131.06
1971-10-20,125.9,131.18,125.2,131.06,131.06
1971-10-21,125.9,131.18,125.2,131.06,131.06
1971-10-22,125.9,131.18,125.2,131.06,131.06
1971-10-25,125.9,131.18,125.2,131.06,131.06
1971-10-26,125.9,131.18,125.2,131.06,131.06
1971-10-27,125.9,131.18,125.2,131.06,131.06
1971-10-28,125.9,131.18,125.2,131.06,131.06
1971-10-29,125.9,131.18,125.2,131.06,131.06
1971-11-01,130.87,135.22,130.87,134.5,134.5
1971-11-02,130.87,135.22,130.87,134.5,134.5
1971-11-03,130.87,135.22,130.87,134.5,134.5
1971-11-04,130.87,135.22,130.87,134.5,134.5
1971-11-05,130.87,135.22,130.87,134.5,134.5
1971-11-08,130.87,135.22,130.87,134.5,134.5
1971-11-09,130.87,135.22,130.87,134.5,134.5
1971-11-10,130.87,135.22,130.87,134.5,134.5
1971-11-11,130.87,135.22,130.87,134.5,134.5
1971-11-12,130.87,135.22,130.87,134.5,134.5
1971-11-15,130.87,135.22,130.87,134.5,134.5
1971-11-16,130.87,135.22,130.87,134.5,134.5
1971-11-17,130.87,135.22,130.87,134.5,134.5
1971-11-18,130.87,135.22,130.87,134.5,134.5
1971-11-19,130.87,135.22,130.87,134.5,134.5
1971-11-22,130.87,135.22,130.87,134.5,134.5
1971-11-23,130.87,135.22,130.87,134.5,134.5
1971-11-24,130.87,135.22,130.87,134.5,134.5
1971-11-26,130.87,135.22,130.87,134.5,134.5
1971-11-29,130.87,135.22,130.87,134.5,134.5
1971-11-30,130.87,135.22,130.87,134.5,134.5
1971-12-01,135.09,139.85,135.04,139.36,139.36
1971-12-02,135.09,139.85,135.04,139.36,139.36
1971-12-03,135.09,139.85,135.04,139.36,139.36
1971-12-06,135.09,139.85,135.04,139.36,139.36
1971-12-07,135.09,139.85,135.04,139.36,139.36
1971-12-08,135.09,139.85,135.04,139.36,139.36
1971-12-09,135.09,139.85,135.04,139.36,139.36
1971-12-10,135.09,139.85,135.04,139.36,139.36
1971-12-13,135.09,139.85,135.04,139.36,139.36
1971-12-14,135.09,139.85,135.04,139.36,139.36
1971-12-15,135.09,139.85,135.04,139.36,139.36
1971-12-16,135.09,139.85,135.04,139.36,139.36
1971-12-17,135.09,139.85,135.04,139.36,139.36
1971-12-20,135.09,139.85,135.04,139.36,139.36
1971-12-21,135.09,139.85,135.04,139.36,139.36
1971-12-22,135.09,139.85,135.04,139.36,139.36
1971-12-23,135.09,139.85,135.04,139.36,139.36
1971-12-27,135.09,139.85,135.04,139.36,139.36
1971-12-28,135.09,139.85,135.04,139.36,139.36
1971-12-29,135.09,139.85,135.04,139.36,139.36
1971-12-30,135.09,139.85,135.04,139.36,139.36
1971-12-31,135.09,139.85,135.04,139.36,139.36
1972-01-03,138.9,147.14,138.9,144.75,144.75
1972-01-04,138.9,147.14,138.9,144.75,144.75
1972-01-05,138.9,147.14,138.9,144.75,144.75
1972-01-06,138.9,147.14,138.9,144.75,144.75
1972-01-07,138.9,147.14,138.9,144.75,144.75
1972-01-10,138.9,147.14,138.9,144.75,144.75
1972-01-11,138.9,147.14,138.9,144.75,144.75
1972-01-12,138.9,147.14,138.9,144.75,144.75
1972-01-13,138.9,147.14,138.9,144.75,144.75
